תאריך,שער,פתיחה,גבוה,נמוך,נפח,שינוי %,,,,,,
12.11.2013,109.47,109.07,109.51,108.67,28.08M,0.08%,,,,,,
11.11.2013,109.38,109.04,109.59,108.64,19.90M,0.14%,,,,,,
08.11.2013,109.23,107.44,109.46,107.39,48.15M,1.82%,,,,,,
07.11.2013,107.28,109.62,109.81,107.14,60.46M,-1.69%,,,,,,
06.11.2013,109.12,110.35,110.37,108.91,31.77M,-0.43%,,,,,,
05.11.2013,109.59,109.55,109.93,108.86,26.65M,-0.35%,,,,,,
04.11.2013,109.97,109.24,110.15,108.83,31.97M,1.15%,,,,,,
01.11.2013,108.72,109.41,109.63,107.92,117.04M,-0.43%,,,,,,
31.10.2013,109.19,109.77,110.18,108.89,47.37M,-0.58%,,,,,,
30.10.2013,109.83,111.4,111.48,109.52,46.08M,-1.37%,,,,,,
29.10.2013,111.35,111.33,111.62,110.53,30.03M,0.29%,,,,,,
28.10.2013,111.03,111.13,111.28,110.46,22.51M,-0.05%,,,,,,
25.10.2013,111.08,111.24,111.45,110.57,21.33M,0.09%,,,,,,
24.10.2013,110.98,110.47,111.26,110.33,24.72M,0.53%,,,,,,
23.10.2013,110.39,110.24,110.55,109.77,32.28M,-0.33%,,,,,,
22.10.2013,110.76,110.95,111.49,110.37,38.11M,0.26%,,,,,,
21.10.2013,110.47,110.85,111.08,110.27,29.20M,-0.20%,,,,,,
18.10.2013,110.69,110.22,110.77,109.83,39.50M,1.14%,,,,,,
17.10.2013,109.44,108,109.46,107.97,38.97M,0.88%,,,,,,
16.10.2013,108.49,107.91,108.6,107.64,34.33M,1.24%,,,,,,
15.10.2013,107.16,107.99,108.22,106.92,42.26M,-0.98%,,,,,,
14.10.2013,108.22,107.06,108.34,106.93,38.77M,0.50%,,,,,,
11.10.2013,107.68,105.84,107.73,105.83,43.20M,1.45%,,,,,,
10.10.2013,106.14,105.01,106.31,104.92,53.16M,2.41%,,,,,,
09.10.2013,103.64,104.3,104.36,103,52.61M,-0.40%,,,,,,
08.10.2013,104.06,105.84,106.03,103.92,61.37M,-1.62%,,,,,,
07.10.2013,105.77,105.99,106.66,105.72,32.92M,-1.17%,,,,,,
04.10.2013,107.02,106.33,107.32,106.15,25.91M,0.67%,,,,,,
03.10.2013,106.31,107.21,107.36,105.6,57.80M,-1.02%,,,,,,
02.10.2013,107.41,107.09,107.75,106.85,30.62M,-0.41%,,,,,,
01.10.2013,107.85,106.56,107.93,106.45,39.34M,1.16%,,,,,,
30.09.2013,106.61,105.43,106.84,105.24,45.77M,0.03%,,,,,,
27.09.2013,106.58,106.39,107.05,106.21,30.86M,-0.45%,,,,,,
26.09.2013,107.06,106.75,107.47,106.36,29.50M,0.55%,,,,,,
25.09.2013,106.47,106.77,107.48,106.33,37.11M,-0.19%,,,,,,
24.09.2013,106.67,106.46,107.42,105.79,45.27M,0.07%,,,,,,
23.09.2013,106.6,106.72,106.87,105.8,47.77M,0.01%,,,,,,
20.09.2013,106.59,107.24,107.28,106.55,49.52M,-0.36%,,,,,,
19.09.2013,106.98,107.36,107.43,106.62,34.78M,-0.10%,,,,,,
18.09.2013,107.09,106.05,107.61,105.26,46.24M,0.95%,,,,,,
17.09.2013,106.08,105.06,106.08,105.04,28.91M,0.99%,,,,,,
16.09.2013,105.04,106.05,106.08,104.85,34.93M,0.22%,,,,,,
13.09.2013,104.81,104.59,104.83,104.1,29.48M,0.55%,,,,,,
12.09.2013,104.24,104.91,105.02,104.21,32.71M,-0.73%,,,,,,
11.09.2013,105.01,104.79,105.22,104.53,26.42M,0.05%,,,,,,
10.09.2013,104.96,104.58,104.98,104.2,25.13M,0.98%,,,,,,
09.09.2013,103.94,102.74,104.03,102.73,27.36M,1.51%,,,,,,
06.09.2013,102.39,102.7,102.89,100.74,36.79M,0.27%,,,,,,
05.09.2013,102.11,102.03,102.53,101.85,22.77M,0.16%,,,,,,
04.09.2013,101.95,101.16,102.01,100.75,22.58M,0.88%,,,,,,
03.09.2013,101.06,101.86,102.37,100.13,38.00M,0.68%,,,,,,
30.08.2013,100.38,101.99,102.05,100.24,43.34M,-1.56%,,,,,,
29.08.2013,101.97,100.89,102.36,100.81,27.63M,1.00%,,,,,,
28.08.2013,100.96,100.62,101.36,100.5,28.93M,0.20%,,,,,,
27.08.2013,100.76,101.94,102.39,100.56,47.27M,-2.35%,,,,,,
26.08.2013,103.18,103.36,103.82,102.77,23.38M,0.01%,,,,,,
23.08.2013,103.17,103.19,103.25,102.45,20.80M,0.25%,,,,,,
22.08.2013,102.91,101.82,102.99,101.79,24.01M,1.41%,,,,,,
21.08.2013,101.48,101.69,102.5,101.01,41.45M,-0.61%,,,,,,
20.08.2013,102.1,100.77,102.33,100.71,32.45M,1.44%,,,,,,
19.08.2013,100.65,101.64,101.88,100.59,25.19M,-1.01%,,,,,,
16.08.2013,101.68,101.81,102.38,101.55,36.06M,-0.42%,,,,,,
15.08.2013,102.11,102.84,102.96,101.89,50.05M,-1.86%,,,,,,
14.08.2013,104.04,104.48,104.64,104.01,23.63M,-0.39%,,,,,,
13.08.2013,104.45,104.68,104.68,103.78,22.81M,-0.13%,,,,,,
12.08.2013,104.59,103.33,104.63,103.33,18.96M,0.53%,,,,,,
09.08.2013,104.04,103.93,104.57,103.52,27.70M,-0.11%,,,,,,
08.08.2013,104.15,104.3,104.6,103.58,27.64M,0.41%,,,,,,
07.08.2013,103.72,104.12,104.34,103.47,23.37M,-0.71%,,,,,,
06.08.2013,104.46,105.22,105.32,104.15,24.69M,-1.00%,,,,,,
05.08.2013,105.52,105.05,105.63,104.9,14.99M,0.34%,,,,,,
02.08.2013,105.16,104.72,105.28,104.56,22.98M,0.09%,,,,,,
01.08.2013,105.07,104.68,105.35,103.75,34.49M,1.36%,,,,,,
31.07.2013,103.66,103.89,104.68,103.61,38.34M,0.17%,,,,,,
30.07.2013,103.48,103.69,103.87,103.11,26.31M,0.09%,,,,,,
29.07.2013,103.39,103.84,104.27,103,30.37M,-0.70%,,,,,,
26.07.2013,104.12,103.96,104.17,103.36,23.04M,-0.40%,,,,,,
25.07.2013,104.54,103.47,104.65,103.33,46.10M,0.92%,,,,,,
24.07.2013,103.59,104.91,104.98,103.44,31.81M,-0.83%,,,,,,
23.07.2013,104.46,104.91,104.95,104.25,26.31M,-0.07%,,,,,,
22.07.2013,104.53,104.48,104.76,104.13,25.86M,0.21%,,,,,,
19.07.2013,104.31,104.06,104.31,103.74,22.81M,0.15%,,,,,,
18.07.2013,104.15,103.73,104.59,103.66,32.04M,0.67%,,,,,,
17.07.2013,103.46,103.64,103.95,103.24,28.48M,0.39%,,,,,,
16.07.2013,103.06,103.62,103.67,102.82,38.63M,-0.50%,,,,,,
15.07.2013,103.58,102.95,103.68,102.84,30.79M,0.88%,,,,,,
12.07.2013,102.68,102.48,103.11,102.47,28.59M,0.20%,,,,,,
11.07.2013,102.47,102.42,102.59,101.94,34.44M,1.17%,,,,,,
10.07.2013,101.28,101.04,101.38,100.74,36.06M,0.28%,,,,,,
09.07.2013,101,100.7,101.2,100.3,36.01M,0.93%,,,,,,
08.07.2013,100.07,100.13,100.44,99.89,30.91M,0.40%,,,,,,
05.07.2013,99.67,99.38,99.75,98.31,29.43M,1.41%,,,,,,
03.07.2013,98.28,97.73,98.64,97.59,19.16M,0.20%,,,,,,
02.07.2013,98.08,98.16,98.85,97.45,36.85M,-0.51%,,,,,,
01.07.2013,98.58,97.65,99.1,97.64,37.81M,1.63%,,,,,,
28.06.2013,97,97.4,97.96,96.85,46.14M,-0.57%,,,,,,
27.06.2013,97.56,96.65,97.74,96.61,40.85M,1.55%,,,,,,
26.06.2013,96.07,96.52,96.63,95.65,33.75M,0.47%,,,,,,
25.06.2013,95.62,95.59,95.84,94.87,32.42M,0.96%,,,,,,
24.06.2013,94.71,94.91,95.52,93.83,58.78M,-1.31%,,,,,,
21.06.2013,95.97,95.64,96.18,94.63,66.12M,0.29%,,,,,,
20.06.2013,95.69,96.71,98.2,95.29,76.26M,-2.65%,,,,,,
19.06.2013,98.29,99.51,99.7,98.16,43.19M,-1.23%,,,,,,
18.06.2013,99.51,98.52,99.8,98.33,40.52M,1.18%,,,,,,
17.06.2013,98.35,98.59,98.86,97.76,33.31M,0.65%,,,,,,
14.06.2013,97.71,98.28,98.64,97.42,37.85M,-0.77%,,,,,,
13.06.2013,98.47,96.73,98.7,96.37,47.77M,1.77%,,,,,,
12.06.2013,96.76,98.33,98.48,96.62,58.45M,-0.99%,,,,,,
11.06.2013,97.73,97.67,98.47,96.86,43.47M,-1.08%,,,,,,
10.06.2013,98.8,98.64,98.8,97.81,32.14M,0.61%,,,,,,
07.06.2013,98.2,97.9,98.45,97.27,44.76M,0.77%,,,,,,
06.06.2013,97.45,96.36,97.45,95.73,46.34M,1.06%,,,,,,
05.06.2013,96.43,97.56,97.71,96.15,58.97M,-1.28%,,,,,,
04.06.2013,97.68,98.68,99.2,96.92,68.21M,-1.06%,,,,,,
03.06.2013,98.73,98.14,98.84,97.03,87.09M,0.95%,,,,,,
31.05.2013,97.8,98.38,99.02,97.77,38.96M,-1.10%,,,,,,
30.05.2013,98.89,98.5,99.12,98.31,30.63M,0.67%,,,,,,
29.05.2013,98.23,98.55,99.18,97.37,40.49M,-0.93%,,,,,,
28.05.2013,99.15,99.2,100.09,98.48,46.13M,1.30%,,,,,,
24.05.2013,97.88,97.3,97.95,96.71,33.34M,-0.02%,,,,,,
23.05.2013,97.9,96.65,97.94,96.51,44.53M,0.12%,,,,,,
22.05.2013,97.78,99.41,100.38,97.11,68.66M,-1.46%,,,,,,
21.05.2013,99.23,99.2,99.55,98.88,23.61M,0.02%,,,,,,
20.05.2013,99.21,98.76,99.6,98.75,25.03M,0.16%,,,,,,
17.05.2013,99.05,98.4,99.07,97.96,35.68M,1.12%,,,,,,
16.05.2013,97.95,98.03,98.56,97.7,42.05M,-0.25%,,,,,,
15.05.2013,98.2,97.8,98.67,97.69,34.00M,0.20%,,,,,,
14.05.2013,98,96.94,98.03,96.93,33.54M,1.28%,,,,,,
13.05.2013,96.76,96.74,97.12,96.43,22.53M,-0.07%,,,,,,
10.05.2013,96.83,96.21,96.94,96.07,39.29M,0.76%,,,,,,
09.05.2013,96.1,96.3,96.51,95.75,32.33M,-0.34%,,,,,,
08.05.2013,96.43,95.93,96.47,95.68,37.67M,0.29%,,,,,,
07.05.2013,96.15,95.51,96.17,95.13,29.92M,0.82%,,,,,,
06.05.2013,95.37,94.83,95.5,94.74,26.90M,0.64%,,,,,,
03.05.2013,94.76,94.53,95.47,94.35,51.98M,1.59%,,,,,,
02.05.2013,93.28,92.34,93.47,92.17,38.84M,1.59%,,,,,,
01.05.2013,91.82,93.81,93.9,91.76,120.18M,-2.42%,,,,,,
30.04.2013,94.1,93.58,94.14,93.17,30.50M,0.57%,,,,,,
29.04.2013,93.57,93.31,93.78,93.07,20.79M,0.72%,,,,,,
26.04.2013,92.9,93.09,93.36,92.5,32.41M,-0.54%,,,,,,
25.04.2013,93.4,93.03,93.9,92.89,36.54M,0.66%,,,,,,
24.04.2013,92.79,92.29,92.86,91.93,41.02M,0.52%,,,,,,
23.04.2013,92.31,91.6,92.34,90.86,55.31M,1.58%,,,,,,
22.04.2013,90.87,90.7,91.07,89.2,49.19M,0.29%,,,,,,
19.04.2013,90.61,89.96,90.69,89.21,44.93M,1.15%,,,,,,
18.04.2013,89.58,90.15,90.37,89.13,58.52M,-0.56%,,,,,,
17.04.2013,90.08,90.92,91.02,89.23,77.71M,-1.73%,,,,,,
16.04.2013,91.67,90.81,91.8,90.49,58.06M,1.73%,,,,,,
15.04.2013,90.11,93.06,93.15,89.79,100.20M,-3.77%,,,,,,
12.04.2013,93.64,93.7,93.94,92.92,41.93M,-0.40%,,,,,,
11.04.2013,94.02,93.83,94.58,93.75,32.62M,0.14%,,,,,,
10.04.2013,93.89,92.51,94.1,92.45,50.12M,1.81%,,,,,,
09.04.2013,92.22,92.64,92.83,92.04,36.83M,-0.29%,,,,,,
08.04.2013,92.49,91.99,92.52,91.33,28.89M,0.83%,,,,,,
05.04.2013,91.73,90.52,91.75,90.42,46.42M,-0.20%,,,,,,
04.04.2013,91.91,91.26,91.94,90.96,37.71M,0.86%,,,,,,
03.04.2013,91.13,92.94,92.98,90.92,65.45M,-1.57%,,,,,,
02.04.2013,92.58,93.78,93.92,92.5,47.92M,-0.62%,,,,,,
01.04.2013,93.16,94.27,94.47,92.7,59.67M,-1.34%,,,,,,
28.03.2013,94.43,94.27,94.66,94.14,24.16M,0.13%,,,,,,
27.03.2013,94.31,93.65,94.38,93.24,28.47M,0.06%,,,,,,
26.03.2013,94.25,94.34,94.49,93.75,26.35M,0.32%,,,,,,
25.03.2013,93.95,94.12,94.72,93.28,36.68M,-0.22%,,,,,,
22.03.2013,94.16,94.25,94.37,93.94,33.43M,0.31%,,,,,,
21.03.2013,93.87,94.04,94.47,93.54,37.13M,-0.88%,,,,,,
20.03.2013,94.7,94.36,94.74,94.26,27.96M,0.93%,,,,,,
19.03.2013,93.83,94.41,94.71,93.01,51.52M,-0.42%,,,,,,
18.03.2013,94.23,93.74,94.61,93.67,36.70M,-0.55%,,,,,,
15.03.2013,94.75,94.65,94.96,94.39,35.36M,-0.05%,,,,,,
14.03.2013,94.8,94.03,94.81,93.87,24.75M,1.00%,,,,,,
13.03.2013,93.86,93.54,94.02,93.25,28.66M,0.37%,,,,,,
12.03.2013,93.51,93.48,93.75,93.18,21.49M,-0.20%,,,,,,
11.03.2013,93.7,93.42,93.75,93.33,26.72M,-0.03%,,,,,,
08.03.2013,93.73,93.6,93.75,92.92,38.07M,0.93%,,,,,,
07.03.2013,92.87,92.48,92.94,92.32,27.91M,0.48%,,,,,,
06.03.2013,92.43,92.47,92.6,92.12,28.48M,0.26%,,,,,,
05.03.2013,92.19,91.61,92.35,91.6,35.62M,1.16%,,,,,,
04.03.2013,91.13,90.67,91.17,90.2,27.58M,0.26%,,,,,,
01.03.2013,90.89,89.88,91.06,89.21,49.28M,0.45%,,,,,,
28.02.2013,90.48,90.3,91.05,90.18,31.22M,0.19%,,,,,,
27.02.2013,90.31,89.36,90.85,89.31,41.20M,1.05%,,,,,,
26.02.2013,89.37,89.41,89.78,88.79,47.52M,0.39%,,,,,,
25.02.2013,89.02,91.5,91.53,88.97,53.49M,-2.21%,,,,,,
22.02.2013,91.03,90.41,91.03,90.37,24.77M,1.20%,,,,,,
21.02.2013,89.95,90.77,90.82,89.37,45.09M,-0.97%,,,,,,
20.02.2013,90.83,92.63,92.68,90.74,41.75M,-1.86%,,,,,,
19.02.2013,92.55,91.88,92.56,91.87,21.17M,0.88%,,,,,,
15.02.2013,91.74,91.67,92.03,91.47,29.34M,0.03%,,,,,,
14.02.2013,91.71,91.18,91.88,91.16,22.36M,0.25%,,,,,,
13.02.2013,91.48,91.19,91.55,90.98,22.59M,0.42%,,,,,,
12.02.2013,91.1,90.74,91.24,90.68,19.79M,0.44%,,,,,,
11.02.2013,90.7,90.71,90.75,90.26,15.73M,-0.11%,,,,,,
08.02.2013,90.8,90.28,90.86,90.24,25.19M,0.71%,,,,,,
07.02.2013,90.16,90.39,90.55,89.55,30.21M,-0.33%,,,,,,
06.02.2013,90.46,89.65,90.52,89.57,24.30M,0.42%,,,,,,
05.02.2013,90.08,89.71,90.38,89.58,26.55M,0.90%,,,,,,
04.02.2013,89.28,89.82,90.18,89.15,27.02M,-1.21%,,,,,,
01.02.2013,90.37,89.96,90.7,89.85,33.93M,0.88%,,,,,,
31.01.2013,89.58,88.87,89.68,88.76,36.93M,0.69%,,,,,,
30.01.2013,88.97,89.97,90.02,88.69,39.30M,-1.20%,,,,,,
29.01.2013,90.05,89.96,90.16,89.65,37.06M,0.06%,,,,,,
28.01.2013,90,90.01,90.23,89.38,42.63M,0.07%,,,,,,
25.01.2013,89.94,89.73,89.94,89.29,34.62M,0.73%,,,,,,
24.01.2013,89.29,89.15,89.85,88.93,39.82M,0.33%,,,,,,
23.01.2013,89,89.24,89.28,88.91,32.82M,-0.24%,,,,,,
22.01.2013,89.21,88.64,89.26,88.38,31.59M,0.72%,,,,,,
18.01.2013,88.57,88.34,88.62,88.11,23.26M,0.28%,,,,,,
17.01.2013,88.32,87.91,88.51,87.83,34.22M,0.93%,,,,,,
16.01.2013,87.51,87.57,87.75,87.3,20.88M,-0.30%,,,,,,
15.01.2013,87.77,86.83,87.89,86.77,34.71M,0.43%,,,,,,
14.01.2013,87.39,87.16,87.52,87.05,24.35M,0.06%,,,,,,
11.01.2013,87.34,87.4,87.54,87,27.32M,-0.15%,,,,,,
10.01.2013,87.47,87.61,87.69,86.95,39.75M,0.23%,,,,,,
09.01.2013,87.27,87.02,87.35,86.96,27.43M,0.48%,,,,,,
08.01.2013,86.85,86.88,87.01,86.39,23.77M,-0.07%,,,,,,
07.01.2013,86.91,86.8,87.07,86.62,23.69M,-0.38%,,,,,,
04.01.2013,87.24,87.01,87.44,86.66,29.85M,0.74%,,,,,,
03.01.2013,86.6,86.85,87.28,86.37,45.87M,-0.23%,,,,,,
02.01.2013,86.8,86.34,86.91,86.04,116.41M,2.94%,,,,,,
31.12.2012,84.32,82.66,84.43,82.35,67.46M,2.17%,,,,,,
28.12.2012,82.53,82.69,83.37,82.52,34.26M,-0.71%,,,,,,
27.12.2012,83.12,83.26,83.44,82.05,35.57M,-0.07%,,,,,,
26.12.2012,83.18,83.97,84.01,83.08,24.67M,-0.72%,,,,,,
24.12.2012,83.78,83.89,83.97,83.51,10.11M,-0.49%,,,,,,
21.12.2012,84.19,83.27,84.19,83.08,54.92M,-0.41%,,,,,,
20.12.2012,84.54,84.14,84.61,83.85,50.30M,0.50%,,,,,,
19.12.2012,84.12,84.08,84.52,83.76,49.01M,-0.64%,,,,,,
18.12.2012,84.66,83.71,84.77,83.49,53.51M,1.36%,,,,,,
17.12.2012,83.52,82.68,83.53,82.52,35.85M,1.41%,,,,,,
14.12.2012,82.36,82.22,82.81,82.12,28.51M,-0.06%,,,,,,
13.12.2012,82.41,82.98,83.21,82.11,33.44M,-0.64%,,,,,,
12.12.2012,82.94,83.67,83.8,82.77,40.57M,-0.56%,,,,,,
11.12.2012,83.41,83.11,83.56,82.92,40.27M,1.05%,,,,,,
10.12.2012,82.54,82.37,82.66,82.21,29.18M,0.44%,,,,,,
07.12.2012,82.18,82.5,82.55,81.83,24.12M,0.07%,,,,,,
06.12.2012,82.12,81.98,82.31,81.61,31.83M,0.16%,,,,,,
05.12.2012,81.99,82.48,82.51,81.4,40.38M,-0.12%,,,,,,
04.12.2012,82.09,82.06,82.32,81.46,37.23M,0.12%,,,,,,
03.12.2012,81.99,82.71,82.76,81.75,24.96M,-0.11%,,,,,,
30.11.2012,82.08,82.4,82.41,81.73,35.72M,-0.19%,,,,,,
29.11.2012,82.24,81.95,82.41,81.62,53.05M,1.14%,,,,,,
28.11.2012,81.31,80.31,81.31,79.63,51.32M,0.84%,,,,,,
27.11.2012,80.63,80.68,81.23,80.57,39.95M,-0.12%,,,,,,
26.11.2012,80.73,80.35,80.79,80.07,31.18M,0.32%,,,,,,
23.11.2012,80.47,79.9,80.56,79.86,20.09M,0.99%,,,,,,
21.11.2012,79.68,79.41,79.73,79.13,19.26M,0.53%,,,,,,
20.11.2012,79.26,78.98,79.35,78.64,36.93M,0.18%,,,,,,
19.11.2012,79.12,78.32,79.18,78.22,45.63M,2.12%,,,,,,
16.11.2012,77.48,76.78,77.68,76.13,62.75M,0.83%,,,,,,
15.11.2012,76.84,77.09,77.49,76.29,55.97M,-0.52%,,,,,,
14.11.2012,77.24,78.88,79.1,77.06,54.66M,-1.86%,,,,,,
13.11.2012,78.7,78.79,79.56,78.58,34.41M,-0.57%,,,,,,
12.11.2012,79.15,79.56,79.66,79.03,20.16M,-0.29%,,,,,,
09.11.2012,79.38,78.87,79.97,78.7,33.03M,0.21%,,,,,,
08.11.2012,79.21,80.17,80.5,79.15,42.65M,-1.41%,,,,,,
07.11.2012,80.34,81.37,81.37,79.91,65.10M,-2.43%,,,,,,
06.11.2012,82.34,82.03,82.57,81.97,27.35M,0.75%,,,,,,
05.11.2012,81.73,81.18,81.84,80.92,26.86M,0.67%,,,,,,
02.11.2012,81.19,82.89,82.95,81.17,39.32M,-1.58%,,,,,,
01.11.2012,82.49,81.82,82.71,81.52,77.11M,1.05%,,,,,,
31.10.2012,81.63,81.16,81.65,80.88,24.88M,0.60%,,,,,,
26.10.2012,81.14,81.44,81.9,80.46,41.41M,-0.48%,,,,,,
25.10.2012,81.53,81.88,82.14,80.87,27.80M,0.41%,,,,,,
24.10.2012,81.2,81.7,81.85,80.91,24.47M,-0.27%,,,,,,
23.10.2012,81.42,81.15,81.53,80.43,40.74M,-0.50%,,,,,,
22.10.2012,81.83,81.64,81.97,81.35,30.69M,-0.02%,,,,,,
19.10.2012,81.85,82.85,82.88,81.47,53.57M,-2.02%,,,,,,
18.10.2012,83.54,83.94,84.15,83.45,31.43M,-0.55%,,,,,,
17.10.2012,84,83.42,84.15,83.25,35.47M,0.90%,,,,,,
16.10.2012,83.25,83.08,83.36,82.88,29.24M,0.74%,,,,,,
15.10.2012,82.64,82.34,82.64,81.76,34.42M,0.66%,,,,,,
12.10.2012,82.1,82.74,83.02,81.91,31.85M,-0.81%,,,,,,
11.10.2012,82.77,83.1,83.44,82.6,38.98M,0.36%,,,,,,
10.10.2012,82.47,82.67,82.83,82.18,32.47M,-0.16%,,,,,,
09.10.2012,82.6,83.62,83.7,82.44,45.22M,-1.17%,,,,,,
08.10.2012,83.58,83.62,83.9,83.39,21.07M,-0.63%,,,,,,
05.10.2012,84.11,84.58,85.25,83.84,40.98M,-0.12%,,,,,,
04.10.2012,84.21,83.96,84.26,83.2,43.33M,0.68%,,,,,,
03.10.2012,83.64,83.94,84.22,83.17,38.57M,-0.29%,,,,,,
02.10.2012,83.88,84.15,84.24,83.37,25.80M,0.19%,,,,,,
01.10.2012,83.72,83.96,84.54,83.31,43.71M,0.34%,,,,,,
28.09.2012,83.44,83.78,84,83.26,43.95M,-0.71%,,,,,,
27.09.2012,84.04,83.49,84.35,83.07,33.25M,1.08%,,,,,,
26.09.2012,83.14,83.85,83.93,82.84,42.17M,-0.63%,,,,,,
25.09.2012,83.67,85.43,85.51,83.58,74.75M,-1.44%,,,,,,
24.09.2012,84.89,84.89,85.43,84.6,54.64M,-0.71%,,,,,,
21.09.2012,85.5,86.04,86.08,85.47,38.83M,0.36%,,,,,,
20.09.2012,85.19,85.14,85.4,84.61,34.94M,-0.44%,,,,,,
19.09.2012,85.57,85.94,86.03,85.41,29.34M,-0.17%,,,,,,
18.09.2012,85.72,85.74,85.9,85.36,32.99M,-0.33%,,,,,,
17.09.2012,86,85.98,86.22,85.57,30.18M,-0.46%,,,,,,
14.09.2012,86.4,85.86,86.96,85.83,46.05M,0.93%,,,,,,
13.09.2012,85.6,84.64,86.15,84.19,69.44M,1.31%,,,,,,
12.09.2012,84.49,84.48,84.65,83.9,29.75M,0.51%,,,,,,
11.09.2012,84.06,83.89,84.56,83.83,33.16M,0.21%,,,,,,
10.09.2012,83.88,84.18,84.45,83.79,30.67M,-0.45%,,,,,,
07.09.2012,84.26,83.86,84.4,83.7,32.01M,0.74%,,,,,,
06.09.2012,83.64,82.58,83.94,82.52,46.34M,1.84%,,,,,,
05.09.2012,82.13,82.2,82.51,81.85,35.16M,0.02%,,,,,,
04.09.2012,82.11,81.18,82.4,80.55,69.56M,1.22%,,,,,,
31.08.2012,81.12,81.48,81.53,80.34,34.09M,0.41%,,,,,,
30.08.2012,80.79,81.18,81.25,80.64,24.56M,-0.99%,,,,,,
29.08.2012,81.6,81.52,81.96,81.14,30.86M,0.31%,,,,,,
28.08.2012,81.35,80.97,81.51,80.75,28.51M,0.46%,,,,,,
27.08.2012,80.98,81.23,81.41,80.58,23.63M,0.30%,,,,,,
24.08.2012,80.74,80.34,81.07,80.11,25.68M,0.27%,,,,,,
23.08.2012,80.52,81.06,81.06,80.2,32.21M,-0.70%,,,,,,
22.08.2012,81.09,81.27,81.5,80.79,37.61M,-0.48%,,,,,,
21.08.2012,81.48,81.93,82.71,81.19,43.75M,-0.06%,,,,,,
20.08.2012,81.53,81.59,81.66,80.98,32.66M,-0.22%,,,,,,
17.08.2012,81.71,81.22,81.86,80.99,33.45M,0.70%,,,,,,
16.08.2012,81.14,80.18,81.3,79.83,46.05M,1.05%,,,,,,
15.08.2012,80.3,79.38,80.3,79.31,27.06M,0.88%,,,,,,
14.08.2012,79.6,80.3,80.42,79.27,26.06M,-0.24%,,,,,,
13.08.2012,79.79,79.8,80.01,78.89,31.55M,-0.16%,,,,,,
10.08.2012,79.92,79.77,80.05,79.5,26.08M,-0.35%,,,,,,
09.08.2012,80.2,79.76,80.39,79.69,24.05M,0.48%,,,,,,
08.08.2012,79.82,79.6,80.19,79.54,28.01M,-0.15%,,,,,,
07.08.2012,79.94,79.85,80.57,79.64,50.06M,0.91%,,,,,,
06.08.2012,79.22,78.7,79.63,78.59,34.67M,0.78%,,,,,,
03.08.2012,78.61,77.94,79.02,77.65,52.41M,2.38%,,,,,,
02.08.2012,76.78,76.27,77.31,76.25,43.38M,-0.36%,,,,,,
01.08.2012,77.06,78.91,79,77.04,63.60M,-1.65%,,,,,,
31.07.2012,78.35,78.73,79.47,78.35,48.94M,-0.89%,,,,,,
30.07.2012,79.05,79.52,79.91,78.74,34.79M,-0.34%,,,,,,
27.07.2012,79.32,77.83,79.72,77.39,67.30M,2.37%,,,,,,
26.07.2012,77.48,77.98,78.18,77,44.75M,0.86%,,,,,,
25.07.2012,76.82,77,77.38,76.47,37.22M,0.22%,,,,,,
24.07.2012,76.65,77.95,77.98,76.22,55.61M,-1.31%,,,,,,
23.07.2012,77.67,77.51,78.03,77.18,47.37M,-1.60%,,,,,,
20.07.2012,78.93,79.33,79.46,78.81,42.32M,-1.28%,,,,,,
19.07.2012,79.95,80.55,80.74,79.81,49.41M,-0.34%,,,,,,
18.07.2012,80.22,79.6,80.71,79.55,46.05M,0.61%,,,,,,
17.07.2012,79.73,79.98,80.15,78.65,43.66M,0.35%,,,,,,
16.07.2012,79.45,79.62,79.88,79.11,31.92M,-0.40%,,,,,,
13.07.2012,79.77,79.07,80.09,79.02,42.11M,1.24%,,,,,,
12.07.2012,78.79,78.44,79.1,77.59,55.51M,-0.34%,,,,,,
11.07.2012,79.06,79.39,79.65,78.55,40.18M,-0.34%,,,,,,
10.07.2012,79.33,80.81,80.96,78.98,49.99M,-1.11%,,,,,,
09.07.2012,80.22,80.42,80.53,79.86,34.64M,-0.38%,,,,,,
06.07.2012,80.53,80.77,80.83,80.15,38.53M,-1.12%,,,,,,
05.07.2012,81.44,81.62,81.84,81.03,42.82M,-0.11%,,,,,,
03.07.2012,81.53,80.56,81.6,80.43,32.32M,1.30%,,,,,,
02.07.2012,80.48,79.92,80.51,79.28,53.37M,1.16%,,,,,,
29.06.2012,79.56,78.94,79.73,78.56,71.66M,2.91%,,,,,,
28.06.2012,77.31,76.78,77.37,76.12,58.19M,-0.17%,,,,,,
27.06.2012,77.44,76.43,77.46,76.36,38.52M,1.63%,,,,,,
26.06.2012,76.2,76.09,76.58,75.42,42.50M,-0.10%,,,,,,
25.06.2012,76.28,76.4,77.6,76,48.63M,-1.56%,,,,,,
22.06.2012,77.49,77.07,77.74,76.65,41.00M,1.14%,,,,,,
21.06.2012,76.62,78.37,78.53,76.49,62.49M,-2.43%,,,,,,
20.06.2012,78.53,78.67,79.08,77.98,54.65M,-0.15%,,,,,,
19.06.2012,78.65,77.65,79.08,77.54,66.90M,1.73%,,,,,,
18.06.2012,77.31,76.6,77.6,76.35,45.66M,0.12%,,,,,,
